,case_order,cust_id,interaction_id,city,state,county,zip,latitude,longitude,population,area,timezone,job,children,age,education,employment,income,marital,gender,churn,outage_sec_wk,email_contact_yr,support_reqs_total,equip_failure_yr,cust_is_techie,contract_term,portable_modem,tablet,internet_service,phone_service,multi_ph_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_bill,pay_method,tenure,monthly_charge,bandwidth_gb_yr,surv_timely_resp,surv_timely_fix,surv_timely_replace,surv_reliability,surv_options,surv_respectful,surv_courteous,surv_active_listening,zscore_income,zscore_support_reqs,zscore_equip_fail
8298,8299,K145675,6f08cd79-5693-4c27-b967-9e814c038bac,Star Lake,WI,Vilas,54561,46.08692,-89.51407,0,Suburban,America/Chicago,Podiatrist,3.0,55.0,Bachelor's Degree,Part Time,36491.0,Married,Female,No,10.90471,8,4,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,Credit Card (automatic),67.0,136.5038,5204.0,3,3,3,4,4,3,2,5,,3.0434393467957603,
8342,8343,W901724,168bf348-88d3-4168-b035-20ff0f25a22b,Garrison,UT,Millard,84728,39.25784,-113.9273,39,Urban,America/Denver,Commercial/residential surveyor,1.0,89.0,"Some College, 1 or More Years, No Degree",Full Time,28659.0,Separated,Male,No,13.9549,4,4,1,No,Two Year,No,No,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Electronic Check,71.0,170.6262,5400.0,2,3,2,2,4,2,2,3,,3.0434393467957603,
8349,8350,T853936,35ab9660-16f6-4709-8113-b4d6ab707423,Solsberry,IN,Greene,47459,39.11279,-86.74957,3860,Rural,America/Indiana/Indianapolis,Technical sales engineer,0.0,73.0,Regular High School Diploma,Part Time,61933.0,Never Married,Male,No,7.411131,12,4,0,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,No,No,No,No,No,Yes,Electronic Check,65.0,127.0904,5447.0,3,4,3,4,3,4,3,3,,3.0434393467957603,
8369,8370,U606583,a4c8ee94-ccc9-419c-a57b-34ccd0ad5378,Stephan,SD,Hyde,57346,44.23508,-99.5524,62,Rural,America/Chicago,Public affairs consultant,2.0,79.0,Master's Degree,Full Time,29514.0,Married,Female,No,13.25996,17,4,0,Yes,Month-to-month,Yes,No,DSL,No,No,No,No,No,Yes,No,No,Yes,Electronic Check,64.0,104.8989,4263.0,4,4,3,4,4,4,4,3,,3.0434393467957603,
8382,8383,B424640,7217bfc1-7ea3-4ffa-94f3-39c1528dbc2e,Makaweli,HI,Kauai,96769,21.9012,-160.1047,294,Rural,Pacific/Honolulu,Industrial buyer,0.0,53.0,Bachelor's Degree,Full Time,10476.0,Widowed,Prefer not to answer,No,5.40362,7,5,1,No,Two Year,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No,Yes,Mailed Check,71.0,137.5449,5995.0,3,2,3,3,5,3,2,4,,4.055724695490021,
8551,8552,Q89705,af969a25-cb79-4c8a-93e9-245e5b88a03e,Jamaica,NY,Queens,11424,40.71425,-73.82713,0,Suburban,America/New_York,Diplomatic Services operational officer,9.0,43.0,Bachelor's Degree,Full Time,26492.0,Separated,Male,No,9.026332,8,4,0,Yes,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,No,No,Bank Transfer(automatic),68.0,146.8389,6531.0,4,3,4,4,3,3,3,5,,3.0434393467957603,
8750,8751,Y168157,1ccae2a2-a76c-458c-a969-c2268cb3ac50,Jonesboro,GA,Clayton,30236,33.52245,-84.32424,49694,Rural,America/New_York,"Sales professional, IT",1.0,37.0,Professional School Degree,Student,42200.0,Never Married,Female,No,16.51078,11,4,2,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,No,No,Mailed Check,33.0,148.4443,4002.0,3,4,4,3,2,3,4,2,,3.0434393467957603,
8782,8783,I62827,4b078258-cd65-4b67-a134-2f312df6ad22,Geismar,LA,Ascension,70734,30.2029,-91.00205,7413,Rural,America/Chicago,Technical sales engineer,1.0,49.0,"Some College, 1 or More Years, No Degree",Full Time,7742.0,Married,Male,No,7.896364,10,4,0,Yes,Month-to-month,No,No,DSL,Yes,No,Yes,No,No,No,No,Yes,Yes,Bank Transfer(automatic),55.0,141.993,5279.0,2,3,3,5,3,4,3,3,,3.0434393467957603,
8825,8826,B831355,f68f87ef-ed8c-4504-bcf6-d8dac0350769,Yellville,AR,Marion,72687,36.26758,-92.7136,6460,Urban,America/Chicago,Retail buyer,2.0,26.0,Bachelor's Degree,Retired,21047.0,Separated,Male,No,14.13134,17,4,1,No,Month-to-month,No,No,None,Yes,No,Yes,No,No,No,No,Yes,No,Bank Transfer(automatic),67.0,119.0755,5014.0,5,4,4,3,4,4,4,4,,3.0434393467957603,
8841,8842,P82698,badc7d76-6a6c-4eda-9231-78120dc3b284,Hartsburg,IL,Logan,62643,40.243,-89.45175,561,Rural,America/Chicago,Midwife,0.0,28.0,Regular High School Diploma,Full Time,21423.0,Divorced,Female,No,12.54875,11,4,0,No,Month-to-month,No,No,None,Yes,Yes,No,No,No,No,No,No,Yes,Credit Card (automatic),59.0,111.7858,4939.0,3,3,1,4,2,4,3,3,,3.0434393467957603,
8883,8884,C647303,64f3d6e4-d471-4973-bce3-984d6ca145b9,Snohomish,WA,Snohomish,98296,47.84066,-122.1017,30373,Suburban,America/Los_Angeles,"Engineer, manufacturing systems",1.0,56.0,"9th Grade to 12th Grade, No Diploma",Full Time,59222.0,Married,Female,No,10.04095,11,4,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),54.0,242.2966,5101.0,1,2,2,4,5,2,3,3,,3.0434393467957603,
9016,9017,U99057,d60a2983-af98-4d5f-beaa-dcb7636e93a1,Kansas City,MO,Jackson,64109,39.06647,-94.56675,9647,Urban,America/Chicago,Contractor,2.0,40.0,"Some College, 1 or More Years, No Degree",Full Time,44532.0,Married,Female,No,5.304893,12,4,0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Electronic Check,63.0,165.431,5919.0,3,4,3,4,3,3,6,4,,3.0434393467957603,
9025,9026,C637798,24ee0673-3823-4c6c-9cf2-e77bbffc4bc6,Ennice,NC,Alleghany,28623,36.52963,-80.97076,1464,Rural,America/New_York,"Teacher, English as a foreign language",3.0,64.0,Associate's Degree,Full Time,41098.0,Never Married,Male,No,13.78268,15,5,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),70.0,233.5056,6405.0,2,2,3,5,2,4,3,3,,4.055724695490021,
9138,9139,U391073,fa8d9092-7284-491d-a79a-f65075a141c0,Wading River,NY,Suffolk,11792,40.94818,-72.83051,8688,Urban,America/New_York,Secondary school teacher,0.0,69.0,Bachelor's Degree,Full Time,29255.0,Never Married,Male,No,15.07524,10,4,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),60.0,251.977,5481.0,3,3,4,2,4,3,2,3,,3.0434393467957603,
9172,9173,T268070,657b243e-9700-4230-ba23-e23b6522ebe4,Buena Vista,TN,Carroll,38318,35.95571,-88.26285,290,Rural,America/Chicago,"Teacher, music",2.0,56.0,Bachelor's Degree,Full Time,35521.0,Married,Male,No,11.15862,13,5,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Electronic Check,66.0,164.2516,6262.0,6,6,5,4,3,5,3,5,,4.055724695490021,
9298,9299,P230270,fb75b7f2-ea31-4fba-a1e0-4dcd0a18190a,Tariffville,CT,Hartford,6081,41.90654,-72.76901,1414,Rural,America/New_York,Travel agency manager,0.0,57.0,Associate's Degree,Full Time,14511.0,Divorced,Female,Yes,11.41277,13,4,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,No,Yes,Yes,No,Mailed Check,48.0,200.0008,4761.0,1,1,2,3,4,2,2,3,,3.0434393467957603,
9380,9381,U103667,1e8fda66-dc64-46df-ac8b-8978a1bed722,Dunbar,WI,Marinette,54119,45.6115,-88.16741,782,Suburban,America/Chicago,IT sales professional,2.0,44.0,"Some College, 1 or More Years, No Degree",Full Time,56378.0,Married,Female,Yes,14.40297,11,7,0,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,Yes,Yes,Yes,No,Electronic Check,56.0,199.7055,5612.0,1,1,3,1,4,3,4,4,,6.080295392878542,
9409,9410,I951273,d4bc1b65-2279-44a5-a08f-12c739329118,Washington,VA,Rappahannock,22747,38.71213,-78.1673,872,Suburban,America/New_York,Air traffic controller,1.0,48.0,"Some College, 1 or More Years, No Degree",Full Time,22317.0,Separated,Male,No,9.088295,14,4,0,No,Two Year,No,No,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Electronic Check,70.0,221.8773,6833.0,4,4,3,3,4,4,4,4,,3.0434393467957603,
9484,9485,H510824,cbeadd2c-8983-4943-81f3-e7d524959a3c,New Bavaria,OH,Henry,43548,41.18534,-84.17511,587,Suburban,America/New_York,Field trials officer,3.0,51.0,"Some College, 1 or More Years, No Degree",Retired,75454.0,Married,Female,No,6.495181,11,5,1,No,One year,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,No,Electronic Check,65.0,182.3762,5747.0,3,3,4,5,4,4,3,5,,4.055724695490021,
9546,9547,A651095,abf41bf5-f2f6-4a06-9e9c-78e0c68c015b,Clark,CO,Routt,80428,40.86099,-106.9608,824,Suburban,America/Denver,"Embryologist, clinical",2.0,25.0,Regular High School Diploma,Full Time,84285.0,Never Married,Female,No,9.407861,7,4,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,No,No,No,No,Yes,Credit Card (automatic),56.0,117.9388,5490.0,3,4,3,3,2,3,4,4,,3.0434393467957603,
9626,9627,B813452,44f2d738-572c-41a2-8664-683b0a807f90,East Berlin,PA,Adams,17316,39.9669,-77.00425,8385,Suburban,America/New_York,Location manager,2.0,62.0,Bachelor's Degree,Full Time,32250.0,Married,Female,No,14.08769,11,4,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Mailed Check,62.0,214.8872,5571.0,3,3,4,4,3,3,4,4,,3.0434393467957603,
9677,9678,G45989,44eab666-abbf-46f5-890b-b29437aa0f31,Rockford,IL,Winnebago,61112,42.24192,-88.97518,66,Rural,America/Chicago,Public librarian,6.0,84.0,"Some College, 1 or More Years, No Degree",Retired,43041.0,Divorced,Female,No,15.67977,17,4,0,Yes,One year,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,No,No,Electronic Check,54.0,117.7439,5117.0,5,4,5,5,3,4,2,2,,3.0434393467957603,
9687,9688,Q65833,32c41214-d2b4-439f-995d-0a670b3a64ae,Akron,OH,Summit,44333,41.16192,-81.63288,18778,Rural,America/New_York,Industrial buyer,2.0,74.0,"Some College, 1 or More Years, No Degree",Full Time,66490.0,Never Married,Female,No,11.61561,11,4,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,No,Electronic Check,62.0,183.3832,5373.0,3,1,2,4,4,3,2,3,,3.0434393467957603,
9711,9712,U887076,c8d6b9cf-2966-4293-b678-cd6616521720,Seven Valleys,PA,York,17360,39.85197,-76.75479,6835,Suburban,America/New_York,"Teacher, adult education",1.0,63.0,Associate's Degree,Full Time,31486.0,Widowed,Male,No,6.92204,13,4,0,No,One year,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No,No,Yes,Credit Card (automatic),64.0,116.729,5982.0,3,2,3,2,3,1,4,2,,3.0434393467957603,
9713,9714,D40159,e33b2e7d-43ad-4d0e-894e-9184cd5926bd,White Mills,KY,Hardin,42788,37.52882,-86.03469,302,Suburban,America/New_York,Pharmacologist,2.0,52.0,Professional School Degree,Unemployed,19126.0,Married,Female,No,8.721809,12,6,1,No,Month-to-month,Yes,No,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,Yes,Electronic Check,64.0,160.3234,5307.0,4,5,3,5,1,4,4,3,,5.068010044184281,
9744,9745,D455065,0627600a-57fd-4a21-9da5-12b5b1900d86,East Montpelier,VT,Washington,5651,44.27944,-72.48828,1420,Suburban,America/New_York,Technical brewer,1.0,62.0,"9th Grade to 12th Grade, No Diploma",Full Time,18879.0,Never Married,Female,No,9.639538,13,4,1,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,No,No,No,Yes,No,Yes,Bank Transfer(automatic),57.0,118.4721,5278.0,5,3,4,4,2,3,4,4,,3.0434393467957603,
9750,9751,L456266,15e7c25b-2d5d-45b9-be6f-3038a99f81c5,Hollis Center,ME,York,4042,43.62953,-70.62453,4553,Rural,America/New_York,Warden/ranger,2.0,32.0,Regular High School Diploma,Unemployed,52478.0,Divorced,Female,No,10.2901,15,6,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,No,Yes,No,No,No,Electronic Check,68.0,128.4448,5774.0,4,3,3,4,2,5,6,4,,5.068010044184281,
9755,9756,O974496,8f49e165-a121-4ad7-a02a-d7da25b634b5,Sandy,UT,Salt Lake,84094,40.57182,-111.8621,29015,Rural,America/Denver,Advertising account planner,0.0,64.0,GED or Alternative Credential,Full Time,49574.0,Never Married,Male,No,11.08837,12,4,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Bank Transfer(automatic),60.0,197.6772,5407.0,1,2,2,4,2,3,3,1,,3.0434393467957603,
9757,9758,Y563908,0dc90ada-3db0-405a-8a74-01337a993782,Altoona,AL,Etowah,35952,34.05283,-86.30823,7482,Rural,America/Chicago,"Conservation officer, nature",2.0,21.0,Bachelor's Degree,Full Time,6082.0,Divorced,Male,No,8.090901,13,4,1,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Electronic Check,69.0,265.1648,6714.0,5,5,4,3,4,5,4,2,,3.0434393467957603,
9799,9800,D32957,774a53fc-547a-4402-ad49-72abe33914b1,Athens,AL,Limestone,35614,34.86542,-87.08385,7638,Rural,America/Chicago,Chartered loss adjuster,4.0,71.0,Regular High School Diploma,Student,30313.0,Separated,Male,No,10.6429,12,4,0,Yes,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,Yes,No,Yes,No,Credit Card (automatic),54.0,154.1122,5254.0,3,3,2,5,3,3,4,2,,3.0434393467957603,
9805,9806,G824974,a0de52e5-421f-4cd1-b98e-9d1e39945f06,Hyampom,CA,Trinity,96046,40.59969,-123.429,165,Suburban,America/Los_Angeles,Bonds trader,0.0,45.0,Nursery School to 8th Grade,Full Time,13219.0,Separated,Male,No,12.94571,13,4,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Credit Card (automatic),65.0,207.7972,5773.0,3,4,2,2,3,3,4,3,,3.0434393467957603,
9828,9829,W814496,e576dc49-9d95-4f8e-9d77-734e901e7424,Donegal,PA,Westmoreland,15628,40.10054,-79.37343,728,Rural,America/New_York,Community pharmacist,1.0,77.0,Regular High School Diploma,Full Time,65566.0,Separated,Prefer not to answer,No,7.21166,11,4,0,No,Month-to-month,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,No,No,No,Credit Card (automatic),47.0,159.8997,4487.0,3,3,3,4,4,2,2,3,,3.0434393467957603,
9923,9924,I173343,0deb3f09-647c-467b-94c0-a621350323c8,Caliente,NV,Lincoln,89008,37.27637,-114.5463,1324,Urban,America/Los_Angeles,Jewellery designer,4.0,38.0,Associate's Degree,Full Time,31206.0,Never Married,Male,No,15.25176,10,4,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,Yes,Yes,No,No,Electronic Check,58.0,132.0427,5582.0,4,3,4,2,4,4,4,2,,3.0434393467957603,
9972,9973,F952565,559568ad-0d48-4ebb-9bc8-f1a50230a1c2,Danville,CA,Contra Costa,94506,37.80812,-121.9063,25258,Suburban,America/Los_Angeles,Health and safety adviser,1.0,58.0,Bachelor's Degree,Retired,35415.0,Separated,Female,No,6.876407,14,4,0,No,Two Year,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Yes,No,No,Electronic Check,60.0,142.8235,5707.0,4,4,4,5,2,5,4,5,,3.0434393467957603,
8,9,M716771,05a49ee3-8fd5-453a-a5f3-82b6cd986856,Saint Cloud,FL,Osceola,34771,28.27646,-81.16273,17351,Suburban,America/New_York,Teaching laboratory technician,2.0,49.0,"Some College, Less than 1 Year",Full Time,58635.0,Separated,Prefer not to answer,No,6.637258801,20,2,3,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,Yes,No,No,No,No,Yes,Bank Transfer(automatic),8.0,118.3668439,1313.0,5,4,4,3,4,3,4,4,,,4.079797556298443
20,21,X325271,ebf7fbd7-9f65-48d8-8f82-b7b7fd4f3412,Kaneville,IL,Kane,60144,41.83594,-88.5206,69,Rural,America/Chicago,Counsellor,4.0,66.0,Nursery School to 8th Grade,Retired,39624.0,Never Married,Male,No,12.18669792,14,0,3,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Bank Transfer(automatic),20.0,185.096264,2330.0,2,3,3,2,4,2,3,3,,,4.079797556298443
171,172,P954849,7ec593ca-82bd-4a03-8359-ab20212e3ce7,Valley Stream,NY,Nassau,11580,40.67495,-73.70356,43714,Suburban,America/New_York,"Geologist, wellsite",3.0,31.0,"Some College, 1 or More Years, No Degree",Full Time,35321.0,Married,Male,Yes,11.71135346,11,0,3,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,No,Credit Card (automatic),10.0,161.0835097,1522.0,2,3,3,5,4,3,2,3,,,4.079797556298443
592,593,X987521,c09f56b6-1b05-46ea-b33c-8d9fed4dea5c,Westerville,OH,Franklin,43081,40.11064,-82.89134,61572,Suburban,America/New_York,"Surveyor, building",2.0,80.0,"9th Grade to 12th Grade, No Diploma",Full Time,32769.0,Married,Male,Yes,10.28180131,10,0,3,No,Month-to-month,Yes,Yes,None,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Electronic Check,15.0,206.9305175,1795.0,2,3,2,3,4,2,1,3,,,4.079797556298443
621,622,S636055,bba47549-f3bb-46d7-b4f3-1c4effa75b3b,Marlton,NJ,Burlington,8053,39.86049,-74.89466,45193,Rural,America/New_York,Energy manager,3.0,43.0,"9th Grade to 12th Grade, No Diploma",Full Time,14900.0,Divorced,Female,Yes,10.99339536,10,2,3,No,Month-to-month,Yes,No,None,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Credit Card (automatic),1.0,163.4173567,1666.0,3,2,3,3,4,3,1,4,,,4.079797556298443
697,698,G122279,6cb5eca5-2eb5-4c7a-9a30-ba0c44d8b424,Brodhead,WI,Green,53520,42.59967,-89.35856,6432,Suburban,America/Chicago,"Scientist, marine",6.0,82.0,"Some College, Less than 1 Year",Student,26786.0,Never Married,Female,Yes,14.82462508,10,0,3,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Mailed Check,1.0,182.2400548,492.0,5,4,6,3,3,5,4,3,,,4.079797556298443
710,711,D835743,bb819937-28f7-4793-ad60-bd9f33e3777e,Farrell,MS,Coahoma,38630,34.27882,-90.68558,291,Urban,America/Chicago,"Buyer, retail",1.0,48.0,Doctorate Degree,Full Time,24035.0,Divorced,Male,Yes,9.919832523,16,2,3,Yes,Month-to-month,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,No,Electronic Check,6.0,149.9930941,1208.0,3,4,4,3,3,5,4,4,,,4.079797556298443
857,858,O763178,2aa399af-3edf-4df2-9443-88a82958d719,Pontiac,IL,Livingston,61764,40.88228,-88.62818,14026,Rural,America/Chicago,Translator,2.0,64.0,Master's Degree,Full Time,27405.0,Divorced,Female,No,10.3976044,9,2,3,No,One year,No,No,DSL,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Electronic Check,4.0,162.4848299,1694.0,5,3,4,4,2,4,5,3,,,4.079797556298443
1108,1109,J787742,2331217b-389f-4a8e-b7d6-2c0d0e1951ea,Fulton,MO,Callaway,65251,38.8471,-91.97837,21734,Rural,America/Chicago,"Engineer, mining",0.0,21.0,Associate's Degree,Full Time,20057.0,Separated,Female,Yes,15.91788992,9,1,3,Yes,Month-to-month,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,No,No,No,Mailed Check,2.0,129.7429414,747.0,3,3,4,3,4,2,4,5,,,4.079797556298443
1116,1117,X106926,48e9880b-977a-405b-ad8c-c8efe6c34963,Fackler,AL,Jackson,35746,34.82902,-85.99594,604,Suburban,America/Chicago,Geophysical data processor,0.0,40.0,"9th Grade to 12th Grade, No Diploma",Student,70839.0,Married,Female,No,12.65012395,7,3,4,No,One year,No,No,DSL,Yes,No,No,No,Yes,Yes,No,No,Yes,Credit Card (automatic),1.0,117.7973459,699.0,4,4,3,2,3,3,2,3,,,5.648688594159783
1189,1190,H358470,d1ad84e5-e28b-4a41-b7e5-79b03027f21f,Winsted,MN,McLeod,55395,44.95343,-94.06545,2898,Suburban,America/Chicago,Video editor,2.0,77.0,Bachelor's Degree,Retired,19384.0,Divorced,Female,No,6.799817706,15,2,3,Yes,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,Yes,Electronic Check,6.0,156.1390811,279.0,3,3,3,2,6,3,2,3,,,4.079797556298443
1228,1229,N241441,5ec6e2d0-5c03-4051-b3df-3339a052a74a,Atlasburg,PA,Washington,15004,40.3452,-80.38118,423,Urban,America/New_York,"Engineer, communications",2.0,48.0,Regular High School Diploma,Part Time,67035.0,Divorced,Male,No,13.57582881,17,0,4,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,No,No,Credit Card (automatic),4.0,162.7683421,720.0,2,2,3,2,3,2,3,2,,,5.648688594159783
1306,1307,H518825,2e6c7291-a7cd-4a70-8e19-2de3c9c1667a,Chatham,MI,Alger,49816,46.28458,-86.89419,706,Suburban,America/Detroit,Archaeologist,10.0,68.0,GED or Alternative Credential,Full Time,36977.0,Never Married,Female,No,19.24298756,13,1,3,No,Month-to-month,No,Yes,None,Yes,No,No,No,No,No,No,No,No,Electronic Check,8.0,80.27895692,962.0,4,3,3,1,4,5,4,2,,,4.079797556298443
1378,1379,T784519,f253e890-f725-48dc-8aee-d285b02333c5,Valley Center,CA,San Diego,92082,33.2508,-117.00049,18065,Suburban,America/Los_Angeles,Graphic designer,1.0,67.0,"9th Grade to 12th Grade, No Diploma",Full Time,42622.0,Separated,Female,Yes,8.786508062,9,0,3,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,No,No,Mailed Check,6.0,158.825486,597.0,2,4,4,3,4,3,3,3,,,4.079797556298443
1477,1478,B541413,89f63ad5-7518-46c0-b4f4-43973f8efb54,Warm Springs,AR,Randolph,72478,36.46333,-91.05581,370,Rural,America/Chicago,Field trials officer,0.0,46.0,"9th Grade to 12th Grade, No Diploma",Full Time,13868.0,Widowed,Male,No,6.424598657,10,0,3,No,One year,Yes,No,None,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Mailed Check,1.0,127.8936582,411.0,1,3,2,5,2,4,5,3,,,4.079797556298443
1591,1592,R944888,ace599eb-18e7-4574-bf58-5a09ede66126,Clayhole,KY,Breathitt,41317,37.44763,-83.18914,84,Rural,America/New_York,Charity fundraiser,0.0,53.0,"Some College, Less than 1 Year",Full Time,34871.0,Separated,Male,No,9.868415486,14,1,3,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,No,Yes,No,Electronic Check,7.0,126.731504,1313.0,4,3,4,3,3,5,4,3,,,4.079797556298443
1841,1842,W712461,aa48a50d-81da-4abc-9a7a-f7e3a182d85e,Broadway,NJ,Warren,8808,40.73214,-75.04926,142,Urban,America/New_York,"Designer, furniture",0.0,47.0,"Some College, 1 or More Years, No Degree",Full Time,89525.0,Separated,Male,No,11.44374951,8,2,3,No,One year,No,Yes,None,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Electronic Check,2.0,130.6020429,663.0,4,3,3,1,5,2,3,1,,,4.079797556298443
1939,1940,U741540,86f69477-52c3-493a-8d0f-0371a64a6731,Whittemore,IA,Kossuth,50598,43.08188,-94.41708,868,Urban,America/Chicago,Economist,2.0,64.0,"Some College, 1 or More Years, No Degree",Full Time,38649.0,Separated,Female,No,9.227402795,15,2,3,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Yes,Electronic Check,13.0,160.2372328,1325.0,3,3,3,1,5,4,1,2,,,4.079797556298443
2273,2274,F475715,e26a8efd-3875-4083-8b26-237e23b5e9f7,Lake Park,MN,Becker,56554,46.88345,-96.11475,2759,Urban,America/Chicago,Location manager,8.0,81.0,"Some College, Less than 1 Year",Retired,50837.0,Separated,Male,Yes,10.42881431,17,2,3,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,Mailed Check,16.0,241.8030548,2018.0,6,5,6,4,4,7,6,4,,,4.079797556298443
2335,2336,D602975,e8096777-57a3-4051-9ab3-9ede56877c9a,Moorland,IA,Webster,50566,42.43887,-94.32969,450,Rural,America/Chicago,Illustrator,0.0,25.0,"Some College, 1 or More Years, No Degree",Unemployed,39682.0,Separated,Male,Yes,4.417131291,16,0,3,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Mailed Check,4.0,195.3248299,830.0,3,4,2,3,3,1,3,2,,,4.079797556298443
2374,2375,C138736,87507ffb-fe37-4cb6-adaa-6d323309157e,Elbing,KS,Butler,67041,38.05393,-97.12995,336,Rural,America/Chicago,IT technical support officer,0.0,32.0,"Some College, 1 or More Years, No Degree",Full Time,90076.0,Widowed,Male,Yes,11.41985667,13,1,3,Yes,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Yes,No,No,Mailed Check,23.0,143.2106214,2698.0,2,3,2,4,5,4,2,3,,,4.079797556298443
2662,2663,I643695,0d9c7636-6ad0-4102-9b9b-370bfaaca1bc,Liberty Mills,IN,Wabash,46946,41.03938,-85.73048,24,Rural,America/Indiana/Indianapolis,Bonds trader,1.0,56.0,Regular High School Diploma,Full Time,29884.0,Divorced,Female,No,8.812351303,10,2,3,No,Month-to-month,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),11.0,132.3486181,1716.0,4,3,4,4,2,4,3,6,,,4.079797556298443
2818,2819,H673597,bdffcd4d-432b-4c79-abd3-41cccf8dd6d8,East Berkshire,VT,Franklin,5447,44.93098,-72.70279,77,Rural,America/New_York,Social researcher,1.0,74.0,"Some College, Less than 1 Year",Part Time,26736.0,Widowed,Male,No,11.01915635,10,1,3,Yes,One year,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,No,No,No,Electronic Check,14.0,138.8959507,1272.0,5,3,5,4,5,2,3,3,,,4.079797556298443
2938,2939,Z116711,c54bc608-2301-420e-8378-596db53b2aec,Martinsville,NJ,Somerset,8836,40.59608,-74.55466,3766,Suburban,America/New_York,Mechanical engineer,1.0,39.0,GED or Alternative Credential,Full Time,43263.0,Widowed,Female,No,9.948225813,9,1,3,No,Two Year,No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Yes,Bank Transfer(automatic),3.0,158.9183203,577.0,2,3,3,4,5,3,2,3,,,4.079797556298443
